Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"response = sendRequest(findTestObject(""REST/getLocationArea"", [""id"":""5""]))",,,,25-05-2024 11:43:54,25-05-2024 11:43:55,0.151s,PASSED
"verifyResponseStatusCode(response, 200)",,,,25-05-2024 11:43:55,25-05-2024 11:43:55,0.001s,PASSED
,,,,,,,
Test Cases/API/getLocationAreaByName,,,,25-05-2024 11:43:55,25-05-2024 11:43:55,0.181s,PASSED
"response = sendRequest(findTestObject(""REST/getLocationArea"", [""id"":""valley-windworks-area""]))",,,,25-05-2024 11:43:55,25-05-2024 11:43:55,0.140s,PASSED
"verifyResponseStatusCode(response, 200)",,,,25-05-2024 11:43:55,25-05-2024 11:43:55,0.002s,PASSED
,,,,,,,
Test Cases/API/getLocationById,,,,25-05-2024 11:43:55,25-05-2024 11:43:55,0.191s,PASSED
"response = sendRequest(findTestObject(""REST/getLocation"", [""id"":""mt-coronet""]))",,,,25-05-2024 11:43:55,25-05-2024 11:43:55,0.158s,PASSED
"verifyResponseStatusCode(response, 200)",,,,25-05-2024 11:43:55,25-05-2024 11:43:55,0.002s,PASSED
,,,,,,,
Test Cases/API/getLocationByName,,,,25-05-2024 11:43:55,25-05-2024 11:43:56,1.142s,PASSED
"response = sendRequest(findTestObject(""REST/getLocation"", [""id"":""6""]))",,,,25-05-2024 11:43:55,25-05-2024 11:43:56,1.109s,PASSED
"verifyResponseStatusCode(response, 200)",,,,25-05-2024 11:43:56,25-05-2024 11:43:56,0.001s,PASSED
,,,,,,,
Test Cases/API/getMoveById,,,,25-05-2024 11:43:56,25-05-2024 11:43:57,1.136s,PASSED
"response = sendRequest(findTestObject(""REST/getMoves"", [""id"":""6""]))",,,,25-05-2024 11:43:56,25-05-2024 11:43:57,1.105s,PASSED
"verifyResponseStatusCode(response, 200)",,,,25-05-2024 11:43:57,25-05-2024 11:43:57,0.001s,PASSED
,,,,,,,
Test Cases/API/getMoveByName,,,,25-05-2024 11:43:57,25-05-2024 11:43:57,0.168s,PASSED
"response = sendRequest(findTestObject(""REST/getMoves"", [""id"":""pound""]))",,,,25-05-2024 11:43:57,25-05-2024 11:43:57,0.134s,PASSED
"verifyResponseStatusCode(response, 200)",,,,25-05-2024 11:43:57,25-05-2024 11:43:57,0.001s,PASSED
,,,,,,,
Test Cases/API/getPokedexById,,,,25-05-2024 11:43:57,25-05-2024 11:43:58,1.106s,PASSED
"response = sendRequest(findTestObject(""REST/getPokedex"", [""id"":""5""]))",,,,25-05-2024 11:43:57,25-05-2024 11:43:58,1.075s,PASSED
"verifyResponseStatusCode(response, 200)",,,,25-05-2024 11:43:58,25-05-2024 11:43:58,0.001s,PASSED
,,,,,,,
Test Cases/API/getPokedexByName,,,,25-05-2024 11:43:58,25-05-2024 11:43:59,0.175s,PASSED
"response = sendRequest(findTestObject(""REST/getPokedex"", [""id"":""kanto""]))",,,,25-05-2024 11:43:59,25-05-2024 11:43:59,0.142s,PASSED
"verifyResponseStatusCode(response, 200)",,,,25-05-2024 11:43:59,25-05-2024 11:43:59,0.001s,PASSED
,,,,,,,
Test Cases/API/getRegionById,,,,25-05-2024 11:43:59,25-05-2024 11:43:59,0.176s,PASSED
"response = sendRequest(findTestObject(""REST/getRegion"", [""id"":""kanto""]))",,,,25-05-2024 11:43:59,25-05-2024 11:43:59,0.139s,PASSED
"verifyResponseStatusCode(response, 200)",,,,25-05-2024 11:43:59,25-05-2024 11:43:59,0.001s,PASSED
,,,,,,,
Test Cases/API/getRegionByName,,,,25-05-2024 11:43:59,25-05-2024 11:44:00,1.115s,PASSED
"response = sendRequest(findTestObject(""REST/getRegion"", [""id"":""1""]))",,,,25-05-2024 11:43:59,25-05-2024 11:44:00,1.083s,PASSED
"verifyResponseStatusCode(response, 200)",,,,25-05-2024 11:44:00,25-05-2024 11:44:00,0.002s,PASSED
,,,,,,,
Test Cases/API/getSinglePokemon,,,,25-05-2024 11:44:00,25-05-2024 11:44:00,0.213s,PASSED
"response = sendRequest(findTestObject(""REST/getSinglePokemon"", [""id"":""1""]))",,,,25-05-2024 11:44:00,25-05-2024 11:44:00,0.162s,PASSED
"verifyResponseStatusCode(response, 200)",,,,25-05-2024 11:44:00,25-05-2024 11:44:00,0.002s,PASSED
,,,,,,,
Test Cases/API/getSinglePokemonById,,,,25-05-2024 11:44:00,25-05-2024 11:44:00,0.244s,PASSED
"response = sendRequest(findTestObject(""REST/getSinglePokemon"", [""id"":""2""]))",,,,25-05-2024 11:44:00,25-05-2024 11:44:00,0.164s,PASSED
"verifyResponseStatusCode(response, 200)",,,,25-05-2024 11:44:00,25-05-2024 11:44:00,0.003s,PASSED
,,,,,,,
Test Cases/API/getSinglePokemonByName,,,,25-05-2024 11:44:00,25-05-2024 11:44:01,0.191s,PASSED
"response = sendRequest(findTestObject(""REST/getSinglePokemon"", [""id"":""pikachu""]))",,,,25-05-2024 11:44:00,25-05-2024 11:44:01,0.151s,PASSED
"verifyResponseStatusCode(response, 200)",,,,25-05-2024 11:44:01,25-05-2024 11:44:01,0.001s,PASSED
